GRANT_OBJ
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEPOLICY""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""SECURITYADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEPOLICY""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MANAGEGLOBALOBJECTS""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MONITORUSAGE""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""USERADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEUSER""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""PUBLIC"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEACCOUNT""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""EXECUTETASK""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""IMPORTSHARE""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""SECURITYADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""ATTACHPOLICY""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MONITOREXECUTION""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""SYSADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEDATABASE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""QUENTIN_TARANTINO"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""JAMIE_FOXX"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""KERRY_WASHINGTON"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""CHRISTOPH_WALTZ"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""SAMUEL_L_JACKSON"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""LEONARDO_DICAPRIO"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""JONAH_HILL"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""WOLF_OF_WALLSTREET_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""LEONARDO_DICAPRIO"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""WOLF_OF_WALLSTREET_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""JONAH_HILL"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""WOLF_OF_WALLSTREET_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""MARGOT_ROBBIE"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""WOLF_OF_WALLSTREET_ACTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""MATTHEW_MCCONAUGHEY"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""WOLF_OF_WALLSTREET_DIRECTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""MARTIN_SCORSESE"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""DJANGO_UNCHAINED_DIRECTOR"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""QUENTIN_TARANTINO"",""GRANTED_TO_TYPE"":""USER"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATERESOURCEMONITOR""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""USERADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""CREATEROLE""}"
"{""GRANTED_ON_NAME"":""SECURITYADMIN"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""USERADMIN"",""GRANTED_ON_TYPE"":""ROLE"",""GRANTED_TO_NAME"":""SECURITYADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""USAGE""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MODIFY""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MONITOR""}"
"{""GRANTED_ON_NAME"":""SAMPLE_SNOWFLAKE_ACCOUNT"",""GRANTED_ON_TYPE"":""ACCOUNT"",""GRANTED_TO_NAME"":""SECURITYADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""MANAGEGRANTS""}"
"{""GRANTED_ON_NAME"":""MONTHLY_ACCOUNT_BUDGET"",""GRANTED_ON_TYPE"":""RESOURCEMONITOR"",""GRANTED_TO_NAME"":""ACCOUNTADMIN"",""GRANTED_TO_TYPE"":""ROLE"",""PRIVILEGE"":""OWNERSHIP""}"
